akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
ඟ්‍යෘ,U+0D9F U+0DCA U+200D U+0DBA U+0DD8,L8_zwj_conj_dv,29-128-73,3,True,False,False,False,ඟ,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,ⁿga-ya+U+0DD8,0,False
ඟ්‍යෙ,U+0D9F U+0DCA U+200D U+0DBA U+0DD9,L8_zwj_conj_dv,74-29-128,3,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBUVA@PRE,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA,ⁿga-ye,0,False
ඟ්‍යේ,U+0D9F U+0DCA U+200D U+0DBA U+0DDA,L8_zwj_conj_dv,74-29-240,3,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,ⁿga-yē,0,False
ඟ්‍යෛ,U+0D9F U+0DCA U+200D U+0DBA U+0DDB,L8_zwj_conj_dv,76-29-128,3,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBU DEKA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,ⁿga-ya+U+0DDB,0,False
ඟ්‍යො,U+0D9F U+0DCA U+200D U+0DBA U+0DDC,L8_zwj_conj_dv,74-29-128-66,4,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,ⁿga-yo,0,False
ඟ්‍යෝ,U+0D9F U+0DCA U+200D U+0DBA U+0DDD,L8_zwj_conj_dv,74-29-240-66,4,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,ⁿga-yō,0,False
ඟ්‍යෞ,U+0D9F U+0DCA U+200D U+0DBA U+0DDE,L8_zwj_conj_dv,74-29-128-80,4,True,False,False,False,ඟ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,ⁿga-yau,0,False
ඟ්‍යෟ,U+0D9F U+0DCA U+200D U+0DBA U+0DDF,L8_zwj_conj_dv,29-128-80,3,True,False,False,False,ඟ,SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,ⁿga-ya+U+0DDF,0,False
ඟ්‍ය්,U+0D9F U+0DCA U+200D U+0DBA U+0DCA,L8_zwj_conj_dv,29-240,2,True,False,False,False,ඟ,hal@TOP,ය,SINHALA LETTER SANYAKA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA,ⁿga-y,0,False
ච්‍රා,U+0DA0 U+0DCA U+200D U+0DBB U+0DCF,L8_zwj_conj_dv,30-139-66,3,True,False,False,False,ච,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN AELA-PILLA,ca-rā,0,False
ච්‍රැ,U+0DA0 U+0DCA U+200D U+0DBB U+0DD0,L8_zwj_conj_dv,30-139-67,3,True,False,False,False,ච,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,ca-ræ,0,False
ච්‍රෑ,U+0DA0 U+0DCA U+200D U+0DBB U+0DD1,L8_zwj_conj_dv,30-139-68,3,True,False,False,False,ච,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,ca-rǣ,0,False
ච්‍රී,U+0DA0 U+0DCA U+200D U+0DBB U+0DD3,L8_zwj_conj_dv,316-139,2,True,False,True,True,ච,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,ca-rī,0,True
ච්‍රු,U+0DA0 U+0DCA U+200D U+0DBB U+0DD4,L8_zwj_conj_dv,30-139-131,3,True,False,False,False,ච,u_下垂(u)@BELOW,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ca-ru,0,False
ච්‍රූ,U+0DA0 U+0DCA U+200D U+0DBB U+0DD6,L8_zwj_conj_dv,30-139-132,3,True,False,False,False,ච,u_下垂(ū)@BELOW,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,ca-rū,0,False
ච්‍රෘ,U+0DA0 U+0DCA U+200D U+0DBB U+0DD8,L8_zwj_conj_dv,30-139-73,3,True,False,False,False,ච,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,ca-ra+U+0DD8,0,False
ච්‍රෙ,U+0DA0 U+0DCA U+200D U+0DBB U+0DD9,L8_zwj_conj_dv,74-30-139,3,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA,ca-re,0,False
ච්‍රො,U+0DA0 U+0DCA U+200D U+0DBB U+0DDC,L8_zwj_conj_dv,74-30-139-66,4,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,ca-ro,0,False
ච්‍රෞ,U+0DA0 U+0DCA U+200D U+0DBB U+0DDE,L8_zwj_conj_dv,74-30-139-80,4,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,ca-rau,0,False
ච්‍රෟ,U+0DA0 U+0DCA U+200D U+0DBB U+0DDF,L8_zwj_conj_dv,30-139-80,3,True,False,False,False,ච,SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,ca-ra+U+0DDF,0,False
ච්‍ර්,U+0DA0 U+0DCA U+200D U+0DBB U+0DCA,L8_zwj_conj_dv,192-139,2,True,False,True,True,ච,hal@TOP,ර,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA,ca-r,0,True
ච්‍යැ,U+0DA0 U+0DCA U+200D U+0DBA U+0DD0,L8_zwj_conj_dv,30-128-67,3,True,False,False,False,ච,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,ca-yæ,0,False
ච්‍යෑ,U+0DA0 U+0DCA U+200D U+0DBA U+0DD1,L8_zwj_conj_dv,30-128-68,3,True,False,False,False,ච,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,ca-yǣ,0,False
ච්‍යි,U+0DA0 U+0DCA U+200D U+0DBA U+0DD2,L8_zwj_conj_dv,30-309,2,True,False,False,False,ච,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ca-yi,0,False
ච්‍යී,U+0DA0 U+0DCA U+200D U+0DBA U+0DD3,L8_zwj_conj_dv,30-371,2,True,False,False,False,ච,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,ca-yī,0,False
ච්‍යූ,U+0DA0 U+0DCA U+200D U+0DBA U+0DD6,L8_zwj_conj_dv,30-532,2,True,False,False,False,ච,u_下垂(ū)@BELOW,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,ca-yū,0,False
ච්‍යෘ,U+0DA0 U+0DCA U+200D U+0DBA U+0DD8,L8_zwj_conj_dv,30-128-73,3,True,False,False,False,ච,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,ca-ya+U+0DD8,0,False
ච්‍යෙ,U+0DA0 U+0DCA U+200D U+0DBA U+0DD9,L8_zwj_conj_dv,74-30-128,3,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA,ca-ye,0,False
ච්‍යේ,U+0DA0 U+0DCA U+200D U+0DBA U+0DDA,L8_zwj_conj_dv,74-30-240,3,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,ca-yē,0,False
ච්‍යෛ,U+0DA0 U+0DCA U+200D U+0DBA U+0DDB,L8_zwj_conj_dv,76-30-128,3,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBU DEKA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,ca-ya+U+0DDB,0,False
ච්‍යො,U+0DA0 U+0DCA U+200D U+0DBA U+0DDC,L8_zwj_conj_dv,74-30-128-66,4,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,ca-yo,0,False
ච්‍යෝ,U+0DA0 U+0DCA U+200D U+0DBA U+0DDD,L8_zwj_conj_dv,74-30-240-66,4,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,ca-yō,0,False
ච්‍යෞ,U+0DA0 U+0DCA U+200D U+0DBA U+0DDE,L8_zwj_conj_dv,74-30-128-80,4,True,False,False,False,ච,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,ca-yau,0,False
ච්‍යෟ,U+0DA0 U+0DCA U+200D U+0DBA U+0DDF,L8_zwj_conj_dv,30-128-80,3,True,False,False,False,ච,SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,ca-ya+U+0DDF,0,False
ච්‍ය්,U+0DA0 U+0DCA U+200D U+0DBA U+0DCA,L8_zwj_conj_dv,30-240,2,True,False,False,False,ච,hal@TOP,ය,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA,ca-y,0,False
ඡ්‍රැ,U+0DA1 U+0DCA U+200D U+0DBB U+0DD0,L8_zwj_conj_dv,31-140-67,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,cha-ræ,0,False
ඡ්‍රෑ,U+0DA1 U+0DCA U+200D U+0DBB U+0DD1,L8_zwj_conj_dv,31-140-68,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,cha-rǣ,0,False
ඡ්‍රි,U+0DA1 U+0DCA U+200D U+0DBB U+0DD2,L8_zwj_conj_dv,255-140,2,True,False,True,True,ඡ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,cha-ri,0,False
ඡ්‍රී,U+0DA1 U+0DCA U+200D U+0DBB U+0DD3,L8_zwj_conj_dv,317-140,2,True,False,True,True,ඡ,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,cha-rī,0,False
ඡ්‍රු,U+0DA1 U+0DCA U+200D U+0DBB U+0DD4,L8_zwj_conj_dv,31-140-131,3,True,False,False,False,ඡ,u_下垂(u)@BELOW,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,cha-ru,0,False
ඡ්‍රූ,U+0DA1 U+0DCA U+200D U+0DBB U+0DD6,L8_zwj_conj_dv,31-140-132,3,True,False,False,False,ඡ,u_下垂(ū)@BELOW,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,cha-rū,0,False
ඡ්‍රෘ,U+0DA1 U+0DCA U+200D U+0DBB U+0DD8,L8_zwj_conj_dv,31-140-73,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,cha-ra+U+0DD8,0,False
ඡ්‍රෙ,U+0DA1 U+0DCA U+200D U+0DBB U+0DD9,L8_zwj_conj_dv,74-31-140,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA,cha-re,0,False
ඡ්‍රේ,U+0DA1 U+0DCA U+200D U+0DBB U+0DDA,L8_zwj_conj_dv,74-193-140,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,cha-rē,0,False
ඡ්‍රෛ,U+0DA1 U+0DCA U+200D U+0DBB U+0DDB,L8_zwj_conj_dv,76-31-140,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBU DEKA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,cha-ra+U+0DDB,0,False
ඡ්‍රො,U+0DA1 U+0DCA U+200D U+0DBB U+0DDC,L8_zwj_conj_dv,74-31-140-66,4,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,cha-ro,0,False
ඡ්‍රෝ,U+0DA1 U+0DCA U+200D U+0DBB U+0DDD,L8_zwj_conj_dv,74-193-140-66,4,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,cha-rō,0,False
ඡ්‍රෞ,U+0DA1 U+0DCA U+200D U+0DBB U+0DDE,L8_zwj_conj_dv,74-31-140-80,4,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,cha-rau,0,False
ඡ්‍රෟ,U+0DA1 U+0DCA U+200D U+0DBB U+0DDF,L8_zwj_conj_dv,31-140-80,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,cha-ra+U+0DDF,0,False
ඡ්‍ර්,U+0DA1 U+0DCA U+200D U+0DBB U+0DCA,L8_zwj_conj_dv,193-140,2,True,False,True,True,ඡ,hal@TOP,ර,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA,cha-r,0,False
ඡ්‍යැ,U+0DA1 U+0DCA U+200D U+0DBA U+0DD0,L8_zwj_conj_dv,31-128-67,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,cha-yæ,0,False
ඡ්‍යෑ,U+0DA1 U+0DCA U+200D U+0DBA U+0DD1,L8_zwj_conj_dv,31-128-68,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,cha-yǣ,0,False
ඡ්‍යි,U+0DA1 U+0DCA U+200D U+0DBA U+0DD2,L8_zwj_conj_dv,31-309,2,True,False,False,False,ඡ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,cha-yi,0,False
ඡ්‍යී,U+0DA1 U+0DCA U+200D U+0DBA U+0DD3,L8_zwj_conj_dv,31-371,2,True,False,False,False,ඡ,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,cha-yī,0,False
ඡ්‍යු,U+0DA1 U+0DCA U+200D U+0DBA U+0DD4,L8_zwj_conj_dv,31-479,2,True,False,False,False,ඡ,u_下垂(u)@BELOW,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,cha-yu,0,False
ඡ්‍යූ,U+0DA1 U+0DCA U+200D U+0DBA U+0DD6,L8_zwj_conj_dv,31-532,2,True,False,False,False,ඡ,u_下垂(ū)@BELOW,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,cha-yū,0,False
ඡ්‍යෘ,U+0DA1 U+0DCA U+200D U+0DBA U+0DD8,L8_zwj_conj_dv,31-128-73,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,cha-ya+U+0DD8,0,False
ඡ්‍යේ,U+0DA1 U+0DCA U+200D U+0DBA U+0DDA,L8_zwj_conj_dv,74-31-240,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,cha-yē,0,False
ඡ්‍යෛ,U+0DA1 U+0DCA U+200D U+0DBA U+0DDB,L8_zwj_conj_dv,76-31-128,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBU DEKA@POST,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,cha-ya+U+0DDB,0,False
ඡ්‍යෞ,U+0DA1 U+0DCA U+200D U+0DBA U+0DDE,L8_zwj_conj_dv,74-31-128-80,4,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,cha-yau,0,False
ඡ්‍යෟ,U+0DA1 U+0DCA U+200D U+0DBA U+0DDF,L8_zwj_conj_dv,31-128-80,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN GAYANUKITTA@POST,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,cha-ya+U+0DDF,0,False
