akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
සි,U+0DC3 U+0DD2,L4_cons_dv,290,1,True,False,False,False,ස,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER DANTAJA SAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,si,323206,True
නි,U+0DB1 U+0DD2,L4_cons_dv,274,1,True,False,False,False,න,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ni,302926,True
ත්,U+0DAD U+0DCA,L3_hal,205,1,True,False,False,False,ත,hal@TOP,,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA,t,284534,True
කි,U+0D9A U+0DD2,L4_cons_dv,248,1,True,False,False,False,ක,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ki,265381,True
ණ,U+0DAB,L2_cons,41,1,True,False,False,False,ණ,,,SINHALA LETTER MUURDHAJA NAYANNA,ṇa,249630,True
එ,U+0D91,L1_iv,18,1,True,False,False,False,එ,,,SINHALA LETTER EYANNA,e,244957,True
හි,U+0DC4 U+0DD2,L4_cons_dv,291,1,True,False,False,False,හ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER HAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,hi,235518,True
ඇ,U+0D87,L1_iv,8,1,True,False,False,False,ඇ,,,SINHALA LETTER AEYANNA,æ,233692,True
බ,U+0DB6,L2_cons,51,1,True,False,False,False,බ,,,SINHALA LETTER ALPAPRAANA BAYANNA,ba,232095,True
යි,U+0DBA U+0DD2,L4_cons_dv,283,1,True,False,False,False,ය,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,yi,223397,True
යේ,U+0DBA U+0DDA,L4_cons_dv,74-217,2,True,False,False,False,ය,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,yē,212463,False
තු,U+0DAD U+0DD4,L4_cons_dv,445,1,True,False,False,False,ත,u_角型(u)@BELOW,,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,tu,210622,True
කා,U+0D9A U+0DCF,L4_cons_dv,24-66,2,True,False,False,False,ක,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA VOWEL SIGN AELA-PILLA,kā,207595,True
රි,U+0DBB U+0DD2,L4_cons_dv,284,1,True,False,False,False,ර,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ri,207307,True
යා,U+0DBA U+0DCF,L4_cons_dv,55-66,2,True,False,False,False,ය,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN AELA-PILLA,yā,206722,True
මා,U+0DB8 U+0DCF,L4_cons_dv,53-66,2,True,False,False,False,ම,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN AELA-PILLA,mā,198796,True
හා,U+0DC4 U+0DCF,L4_cons_dv,62-66,2,True,False,False,False,හ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER HAYANNA + SINHALA VOWEL SIGN AELA-PILLA,hā,198455,True
නු,U+0DB1 U+0DD4,L4_cons_dv,449,1,True,False,False,False,න,u_下垂(u)@BELOW,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,nu,186029,True
ම්,U+0DB8 U+0DCA,L3_hal,215,1,True,False,False,False,ම,hal@TOP,,SINHALA LETTER MAYANNA + SINHALA SIGN AL-LAKUNA,m,181002,True
දී,U+0DAF U+0DD3,L4_cons_dv,333,1,True,False,False,False,ද,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,dī,180193,True
ජ,U+0DA2,L2_cons,32,1,True,False,False,False,ජ,,,SINHALA LETTER ALPAPRAANA JAYANNA,ja,173804,True
ලි,U+0DBD U+0DD2,L4_cons_dv,285,1,True,False,False,False,ල,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER DANTAJA LAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,li,170397,True
රු,U+0DBB U+0DD4,L4_cons_dv,56-67,2,True,False,False,False,ර,u_合字(u)@BELOW,,SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ru,169228,True
වා,U+0DC0 U+0DCF,L4_cons_dv,58-66,2,True,False,False,False,ව,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN AELA-PILLA,vā,166442,True
මු,U+0DB8 U+0DD4,L4_cons_dv,455,1,True,False,False,False,ම,u_下垂(u)@BELOW,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,mu,164698,True
ළ,U+0DC5,L2_cons,63,1,True,False,False,False,ළ,,,SINHALA LETTER MUURDHAJA LAYANNA,ḷa,163926,True
ප්‍ර,U+0DB4 U+0DCA U+200D U+0DBB,L6_zwj_conj,49-158,2,True,False,True,True,ප,,ර,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA,pa-ra,162112,True
දි,U+0DAF U+0DD2,L4_cons_dv,271,1,True,False,False,False,ද,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,di,161192,True
ආ,U+0D86,L1_iv,7,1,True,False,False,False,ආ,,,SINHALA LETTER AAYANNA,ā,159784,True
මෙ,U+0DB8 U+0DD9,L4_cons_dv,74-53,2,True,False,False,False,ම,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN KOMBUVA,me,157616,False
පි,U+0DB4 U+0DD2,L4_cons_dv,277,1,True,False,False,False,ප,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,pi,155430,True
වේ,U+0DC0 U+0DDA,L4_cons_dv,74-220,2,True,False,False,False,ව,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,vē,152843,False
මි,U+0DB8 U+0DD2,L4_cons_dv,281,1,True,False,False,False,ම,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,mi,152556,True
වෙ,U+0DC0 U+0DD9,L4_cons_dv,74-58,2,True,False,False,False,ව,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN KOMBUVA,ve,145439,False
යෙ,U+0DBA U+0DD9,L4_cons_dv,74-55,2,True,False,False,False,ය,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA,ye,142504,False
ශ,U+0DC1,L2_cons,59,1,True,False,False,False,ශ,,,SINHALA LETTER TAALUJA SAYANNA,śa,139900,True
නා,U+0DB1 U+0DCF,L4_cons_dv,47-66,2,True,False,False,False,න,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN AELA-PILLA,nā,135518,True
දු,U+0DAF U+0DD4,L4_cons_dv,447,1,True,False,False,False,ද,u_下垂(u)@BELOW,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,du,133389,True
කු,U+0D9A U+0DD4,L4_cons_dv,426,1,True,False,False,False,ක,u_角型(u)@BELOW,,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ku,133229,True
ඉ,U+0D89,L1_iv,10,1,True,False,False,False,ඉ,,,SINHALA LETTER IYANNA,i,132562,True
රා,U+0DBB U+0DCF,L4_cons_dv,56-66,2,True,False,False,False,ර,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN AELA-PILLA,rā,129643,True
සු,U+0DC3 U+0DD4,L4_cons_dv,462,1,True,False,False,False,ස,u_下垂(u)@BELOW,,SINHALA LETTER DANTAJA SAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,su,124274,True
රී,U+0DBB U+0DD3,L4_cons_dv,346,1,True,False,False,False,ර,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,,SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,rī,120440,True
වැ,U+0DC0 U+0DD0,L4_cons_dv,58-67,2,True,False,False,False,ව,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,væ,117368,True
සා,U+0DC3 U+0DCF,L4_cons_dv,61-66,2,True,False,False,False,ස,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER DANTAJA SAYANNA + SINHALA VOWEL SIGN AELA-PILLA,sā,116414,True
ඔ,U+0D94,L1_iv,21,1,True,False,False,False,ඔ,,,SINHALA LETTER OYANNA,o,112429,True
තා,U+0DAD U+0DCF,L4_cons_dv,43-66,2,True,False,False,False,ත,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA VOWEL SIGN AELA-PILLA,tā,111168,True
ඳ,U+0DB3,L2_cons,48,1,True,False,False,False,ඳ,,,SINHALA LETTER SANYAKA DAYANNA,ⁿda,110828,True
යු,U+0DBA U+0DD4,L4_cons_dv,457,1,True,False,False,False,ය,u_下垂(u)@BELOW,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,yu,109240,True
උ,U+0D8B,L1_iv,12,1,True,False,False,False,උ,,,SINHALA LETTER UYANNA,u,107776,True
පා,U+0DB4 U+0DCF,L4_cons_dv,49-66,2,True,False,False,False,ප,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA VOWEL SIGN AELA-PILLA,pā,107373,True
ල්,U+0DBD U+0DCA,L3_hal,219,1,True,False,False,False,ල,hal@TOP,,SINHALA LETTER DANTAJA LAYANNA + SINHALA SIGN AL-LAKUNA,l,105498,True
ලෙ,U+0DBD U+0DD9,L4_cons_dv,74-57,2,True,False,False,False,ල,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER DANTAJA LAYANNA + SINHALA VOWEL SIGN KOMBUVA,le,103929,False
ස්,U+0DC3 U+0DCA,L3_hal,223,1,True,False,False,False,ස,hal@TOP,,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA,s,102075,True
හැ,U+0DC4 U+0DD0,L4_cons_dv,62-67,2,True,False,False,False,හ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER HAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,hæ,100027,True
දෙ,U+0DAF U+0DD9,L4_cons_dv,74-45,2,True,False,False,False,ද,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN KOMBUVA,de,97659,False
සං,U+0DC3 U+0D82,L5_cons_vm,61-4,2,True,False,False,False,ස,anusvara@ABOVE,,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN ANUSVARAYA,saṃ,94499,False
වී,U+0DC0 U+0DD3,L4_cons_dv,349,1,True,False,False,False,ව,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,vī,93759,True
හු,U+0DC4 U+0DD4,L4_cons_dv,463,1,True,False,False,False,හ,u_下垂(u)@BELOW,,SINHALA LETTER HAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,hu,88445,True
දා,U+0DAF U+0DCF,L4_cons_dv,45-66,2,True,False,False,False,ද,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN AELA-PILLA,dā,87062,True
වූ,U+0DC0 U+0DD6,L4_cons_dv,513,1,True,False,False,False,ව,u_下垂(ū)@BELOW,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,vū,86606,True
වු,U+0DC0 U+0DD4,L4_cons_dv,459,1,True,False,False,False,ව,u_下垂(u)@BELOW,,SINHALA LETTER VAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,vu,83465,True
ලා,U+0DBD U+0DCF,L4_cons_dv,57-66,2,True,False,False,False,ල,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER DANTAJA LAYANNA + SINHALA VOWEL SIGN AELA-PILLA,lā,83464,True
භා,U+0DB7 U+0DCF,L4_cons_dv,52-66,2,True,False,False,False,භ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA BAYANNA + SINHALA VOWEL SIGN AELA-PILLA,bhā,82880,True
පු,U+0DB4 U+0DD4,L4_cons_dv,451,1,True,False,False,False,ප,u_下垂(u)@BELOW,,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,pu,82634,True
ගේ,U+0D9C U+0DDA,L4_cons_dv,74-188,2,True,False,False,False,ග,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,gē,79799,False
මේ,U+0DB8 U+0DDA,L4_cons_dv,74-215,2,True,False,False,False,ම,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,mē,79188,False
පැ,U+0DB4 U+0DD0,L4_cons_dv,49-67,2,True,False,False,False,ප,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,pæ,78133,True
ළි,U+0DC5 U+0DD2,L4_cons_dv,292,1,True,False,False,False,ළ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER MUURDHAJA LAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ḷi,76721,True
කො,U+0D9A U+0DDC,L4_cons_dv,74-24-66,3,True,False,False,False,ක,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,ko,74076,False
ඩ,U+0DA9,L2_cons,39,1,True,False,False,False,ඩ,,,SINHALA LETTER ALPAPRAANA DDAYANNA,ḍa,73164,True
දේ,U+0DAF U+0DDA,L4_cons_dv,74-207,2,True,False,False,False,ද,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,dē,72846,False
ටි,U+0DA7 U+0DD2,L4_cons_dv,263,1,True,False,False,False,ට,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA TTAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ṭi,71488,True
නො,U+0DB1 U+0DDC,L4_cons_dv,74-47-66,3,True,False,False,False,න,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,no,67838,False
නී,U+0DB1 U+0DD3,L4_cons_dv,336,1,True,False,False,False,න,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,nī,67758,True
ර්,U+0DBB U+0DCA,L3_hal,218,1,True,False,False,False,ර,hal@TOP,,SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA,r,65815,False
ගැ,U+0D9C U+0DD0,L4_cons_dv,26-67,2,True,False,False,False,ග,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,gæ,64790,True
ගි,U+0D9C U+0DD2,L4_cons_dv,250,1,True,False,False,False,ග,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,gi,64489,True
හෝ,U+0DC4 U+0DDD,L4_cons_dv,74-224-66,3,True,False,False,False,හ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER HAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,hō,61852,True
ධා,U+0DB0 U+0DCF,L4_cons_dv,46-66,2,True,False,False,False,ධ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA DAYANNA + SINHALA VOWEL SIGN AELA-PILLA,dhā,60467,True
ණි,U+0DAB U+0DD2,L4_cons_dv,267,1,True,False,False,False,ණ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ṇi,60069,True
ණු,U+0DAB U+0DD4,L4_cons_dv,443,1,True,False,False,False,ණ,u_下垂(u)@BELOW,,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ṇu,59162,True
සැ,U+0DC3 U+0DD0,L4_cons_dv,61-67,2,True,False,False,False,ස,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER DANTAJA SAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,sæ,57497,True
න්ත,U+0DB1 U+0DCA U+0DAD,L7_linear_conj,209-43,2,True,False,False,False,න,,ත,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA TAYANNA,na-ta,56433,False
ඩි,U+0DA9 U+0DD2,L4_cons_dv,265,1,True,False,False,False,ඩ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ḍi,55421,True
සේ,U+0DC3 U+0DDA,L4_cons_dv,74-223,2,True,False,False,False,ස,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER DANTAJA SAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,sē,53986,False
පෙ,U+0DB4 U+0DD9,L4_cons_dv,74-49,2,True,False,False,False,ප,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA VOWEL SIGN KOMBUVA,pe,52753,False
ක්ෂ,U+0D9A U+0DCA U+0DC2,L7_linear_conj,186-60,2,True,False,False,False,ක,,ෂ,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MUURDHAJA SAYANNA,ka-ṣa,51631,False
ධ,U+0DB0,L2_cons,46,1,True,False,False,False,ධ,,,SINHALA LETTER MAHAAPRAANA DAYANNA,dha,51317,True
නැ,U+0DB1 U+0DD0,L4_cons_dv,47-67,2,True,False,False,False,න,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,næ,51194,True
බා,U+0DB6 U+0DCF,L4_cons_dv,51-66,2,True,False,False,False,බ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA VOWEL SIGN AELA-PILLA,bā,51108,True
න්න,U+0DB1 U+0DCA U+0DB1,L7_linear_conj,209-47,2,True,False,False,False,න,,න,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER DANTAJA NAYANNA,na-na,49278,False
ඩා,U+0DA9 U+0DCF,L4_cons_dv,39-66,2,True,False,False,False,ඩ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA VOWEL SIGN AELA-PILLA,ḍā,49229,True
ජා,U+0DA2 U+0DCF,L4_cons_dv,32-66,2,True,False,False,False,ජ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA VOWEL SIGN AELA-PILLA,jā,48629,True
මැ,U+0DB8 U+0DD0,L4_cons_dv,53-67,2,True,False,False,False,ම,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER MAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,mæ,48302,True
ෂ,U+0DC2,L2_cons,60,1,True,False,False,False,ෂ,,,SINHALA LETTER MUURDHAJA SAYANNA,ṣa,47943,True
ගෙ,U+0D9C U+0DD9,L4_cons_dv,74-26,2,True,False,False,False,ග,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN KOMBUVA,ge,47802,False
ඒ,U+0D92,L1_iv,19,1,True,False,False,False,ඒ,,,SINHALA LETTER EEYANNA,ē,47441,True
දැ,U+0DAF U+0DD0,L4_cons_dv,45-67,2,True,False,False,False,ද,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,dæ,46867,True
ත්ව,U+0DAD U+0DCA U+0DC0,L7_linear_conj,205-58,2,True,False,False,False,ත,,ව,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER VAYANNA,ta-va,45932,False
ගු,U+0D9C U+0DD4,L4_cons_dv,428,1,True,False,False,False,ග,u_角型(u)@BELOW,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,gu,45463,True
කෙ,U+0D9A U+0DD9,L4_cons_dv,74-24,2,True,False,False,False,ක,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA VOWEL SIGN KOMBUVA,ke,45226,False
බි,U+0DB6 U+0DD2,L4_cons_dv,279,1,True,False,False,False,බ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,bi,44053,True
ළු,U+0DC5 U+0DD4,L4_cons_dv,464,1,True,False,False,False,ළ,u_合字(u)@BELOW,,SINHALA LETTER MUURDHAJA LAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ḷu,43917,True
යො,U+0DBA U+0DDC,L4_cons_dv,74-55-66,3,True,False,False,False,ය,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,yo,43569,False
ච,U+0DA0,L2_cons,30,1,True,False,False,False,ච,,,SINHALA LETTER ALPAPRAANA CAYANNA,ca,41756,True
ටු,U+0DA7 U+0DD4,L4_cons_dv,439,1,True,False,False,False,ට,u_下垂(u)@BELOW,,SINHALA LETTER ALPAPRAANA TTAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ṭu,41130,True
නෙ,U+0DB1 U+0DD9,L4_cons_dv,74-47,2,True,False,False,False,න,SINHALA VOWEL SIGN KOMBUVA@PRE,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN KOMBUVA,ne,41089,False
ක්‍රි,U+0D9A U+0DCA U+200D U+0DBB U+0DD2,L8_zwj_conj_dv,248-133,2,True,False,True,True,ක,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,ර,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,ka-ri,40756,True
ලැ,U+0DBD U+0DD0,L4_cons_dv,57-67,2,True,False,False,False,ල,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER DANTAJA LAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,læ,40451,True
ධි,U+0DB0 U+0DD2,L4_cons_dv,273,1,True,False,False,False,ධ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,,SINHALA LETTER MAHAAPRAANA DAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,dhi,40173,True
යෝ,U+0DBA U+0DDD,L4_cons_dv,74-217-66,3,True,False,False,False,ය,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,yō,39991,True
ඟ,U+0D9F,L2_cons,29,1,True,False,False,False,ඟ,,,SINHALA LETTER SANYAKA GAYANNA,ⁿga,38052,True
ශා,U+0DC1 U+0DCF,L4_cons_dv,59-66,2,True,False,False,False,ශ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER TAALUJA SAYANNA + SINHALA VOWEL SIGN AELA-PILLA,śā,36516,True
ම්බ,U+0DB8 U+0DCA U+0DB6,L7_linear_conj,215-51,2,True,False,False,False,ම,,බ,SINHALA LETTER MAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA BAYANNA,ma-ba,35702,False
