akshara,codepoints,freq
"ක්බිි","U+0D9A U+0DCA U+0DB6 U+0DD2 U+0DD2",1
"ක්වීී","U+0D9A U+0DCA U+0DC0 U+0DD3 U+0DD3",1
"ථෙි","U+0DAE U+0DD9 U+0DD2",1
"ක්ෂූූ","U+0D9A U+0DCA U+0DC2 U+0DD6 U+0DD6",1
"ර්්ත","U+0DBB U+0DCA U+0DCA U+0DAD",1
"සි‍තේ","U+0DC3 U+0DD2 U+200D U+0DAD U+0DDA",1
"ර්‍සා","U+0DBB U+0DCA U+200D U+0DC3 U+0DCF",1
"ව‍‍මෙ","U+0DC0 U+200D U+200D U+0DB8 U+0DD9",1
"වි‍‍‍‍ෙ","U+0DC0 U+0DD2 U+200D U+200D U+200D U+200D U+0DD9",1
"‍‍‍බෙ","U+200D U+200D U+200D U+0DB6 U+0DD9",1
"ත්‍‍‍තේ","U+0DAD U+0DCA U+200D U+200D U+200D U+0DAD U+0DDA",1
"ජී‍වි","U+0DA2 U+0DD3 U+200D U+0DC0 U+0DD2",1
"ඒ‍කෛ","U+0D92 U+200D U+0D9A U+0DDB",1
"ර්ර්‍ථි","U+0DBB U+0DCA U+0DBB U+0DCA U+200D U+0DAE U+0DD2",1
"ශ්‍රෙ‍්ණි","U+0DC1 U+0DCA U+200D U+0DBB U+0DD9 U+200D U+0DCA U+0DAB U+0DD2",1
"ශ්ක්‍ර","U+0DC1 U+0DCA U+0D9A U+0DCA U+200D U+0DBB",1
"මීී","U+0DB8 U+0DD3 U+0DD3",1
"ඡ්‍රා","U+0DA1 U+0DCA U+200D U+0DBB U+0DCF",1
"පි‍ටි","U+0DB4 U+0DD2 U+200D U+0DA7 U+0DD2",1
"ස‍‍ද","U+0DC3 U+200D U+200D U+0DAF",1
"වා‍වෙ","U+0DC0 U+0DCF U+200D U+0DC0 U+0DD9",1
"වෙ‍නේ","U+0DC0 U+0DD9 U+200D U+0DB1 U+0DDA",1
"න්‍හ","U+0DB1 U+0DCA U+200D U+0DC4",1
"ද්ධ‍ඝෝ","U+0DAF U+0DCA U+0DB0 U+200D U+0D9D U+0DDD",1
"ග්ජ්ව්ව්ක්","U+0D9C U+0DCA U+0DA2 U+0DCA U+0DC0 U+0DCA U+0DC0 U+0DCA U+0D9A U+0DCA",1
"ර්‍යෝ","U+0DBB U+0DCA U+200D U+0DBA U+0DDD",1
"ක‍්‍ෂ","U+0D9A U+200D U+0DCA U+200D U+0DC2",1
"ඵ්ඵ්","U+0DB5 U+0DCA U+0DB5 U+0DCA",1
"ඏි","U+0D8F U+0DD2",1
"න්ච්වා","U+0DB1 U+0DCA U+0DA0 U+0DCA U+0DC0 U+0DCF",1
"ෂ්ධ්වං","U+0DC2 U+0DCA U+0DB0 U+0DCA U+0DC0 U+0D82",1
"ක්‍ධි","U+0D9A U+0DCA U+200D U+0DB0 U+0DD2",1
"සැ‍බැ","U+0DC3 U+0DD0 U+200D U+0DB6 U+0DD0",1
"ස‍‍ට්","U+0DC3 U+200D U+200D U+0DA7 U+0DCA",1
"කිෘ","U+0D9A U+0DD2 U+0DD8",1
"රැ‍දෙ","U+0DBB U+0DD0 U+200D U+0DAF U+0DD9",1
"ස්‍‍ටැ","U+0DC3 U+0DCA U+200D U+200D U+0DA7 U+0DD0",1
"ළ‍ඹී","U+0DC5 U+200D U+0DB9 U+0DD3",1
"න්ටෞ","U+0DB1 U+0DCA U+0DA7 U+0DDE",1
"ර්ඨ","U+0DBB U+0DCA U+0DA8",1
"ඉ‍","U+0D89 U+200D",1
"ජ‍්‍රා","U+0DA2 U+200D U+0DCA U+200D U+0DBB U+0DCF",1
"කා‍‍ව","U+0D9A U+0DCF U+200D U+200D U+0DC0",1
"න්‍‍‍‍‍ගේ","U+0DB1 U+0DCA U+200D U+200D U+200D U+200D U+200D U+0D9C U+0DDA",1
"‍‍‍‍දු","U+200D U+200D U+200D U+200D U+0DAF U+0DD4",1
"යා‍මේ","U+0DBA U+0DCF U+200D U+0DB8 U+0DDA",1
"‍‍‍ශ්‍රේ","U+200D U+200D U+200D U+0DC1 U+0DCA U+200D U+0DBB U+0DDA",1
"‍‍‍හෙ","U+200D U+200D U+200D U+0DC4 U+0DD9",1
"ක‍‍ළේ","U+0D9A U+200D U+200D U+0DC5 U+0DDA",1
"‍‍‍‍පෙ","U+200D U+200D U+200D U+200D U+0DB4 U+0DD9",1
"‍‍ඒ","U+200D U+200D U+0D92",1
"‍‍සිං","U+200D U+200D U+0DC3 U+0DD2 U+0D82",1
"පෑ‍වේ","U+0DB4 U+0DD1 U+200D U+0DC0 U+0DDA",1
"ඉ‍බේ","U+0D89 U+200D U+0DB6 U+0DDA",1
"වි‍‍‍‍‍යෙ","U+0DC0 U+0DD2 U+200D U+200D U+200D U+200D U+200D U+0DBA U+0DD9",1
"ට්ඔ‍ෆ්පො","U+0DA7 U+0DCA U+0D94 U+200D U+0DC6 U+0DCA U+0DB4 U+0DDC",1
"ල්‍ෆා","U+0DBD U+0DCA U+200D U+0DC6 U+0DCF",1
"ත්‍ර‍යේ","U+0DAD U+0DCA U+200D U+0DBB U+200D U+0DBA U+0DDA",1
"සැ‍‍‍ණෙ","U+0DC3 U+0DD0 U+200D U+200D U+200D U+0DAB U+0DD9",1
"ර්න්ගෙ","U+0DBB U+0DCA U+0DB1 U+0DCA U+0D9C U+0DD9",1
"ෂ්යෑ","U+0DC2 U+0DCA U+0DBA U+0DD1",1
"ත්‍ව‍‍ය","U+0DAD U+0DCA U+200D U+0DC0 U+200D U+200D U+0DBA",1
"හෙ‍ර","U+0DC4 U+0DD9 U+200D U+0DBB",1
"ඤ්වා","U+0DA4 U+0DCA U+0DC0 U+0DCF",1
"ටා‍ට","U+0DA7 U+0DCF U+200D U+0DA7",1
"‍ස්ථි","U+200D U+0DC3 U+0DCA U+0DAE U+0DD2",1
"පො‍ස්ප","U+0DB4 U+0DDC U+200D U+0DC3 U+0DCA U+0DB4",1
"ග්ලූ‍කෝ","U+0D9C U+0DCA U+0DBD U+0DD6 U+200D U+0D9A U+0DDD",1
"ද‍්‍ර‍්‍ර","U+0DAF U+200D U+0DCA U+200D U+0DBB U+200D U+0DCA U+200D U+0DBB",1
"ම්ී","U+0DB8 U+0DCA U+0DD3",1
"ශ්‍යං","U+0DC1 U+0DCA U+200D U+0DBA U+0D82",1
"ස්‍යඃ","U+0DC3 U+0DCA U+200D U+0DBA U+0D83",1
"ඤ්චෝ","U+0DA4 U+0DCA U+0DA0 U+0DDD",1
"සි‍‍‍‍‍ඳෙ","U+0DC3 U+0DD2 U+200D U+200D U+200D U+200D U+200D U+0DB3 U+0DD9",1
"න‍්ද","U+0DB1 U+200D U+0DCA U+0DAF",1
"ක‍‍‍‍‍‍‍","U+0D9A U+200D U+200D U+200D U+200D U+200D U+200D U+200D",1
"වැ‍ව්","U+0DC0 U+0DD0 U+200D U+0DC0 U+0DCA",1
"ය‍‍‍","U+0DBA U+200D U+200D U+200D",1
"න්ර්‍ත්‍රී","U+0DB1 U+0DCA U+0DBB U+0DCA U+200D U+0DAD U+0DCA U+200D U+0DBB U+0DD3",1
"න්ම්බ","U+0DB1 U+0DCA U+0DB8 U+0DCA U+0DB6",1
"ර්ලිි","U+0DBB U+0DCA U+0DBD U+0DD2 U+0DD2",1
"ව්ශ්ට","U+0DC0 U+0DCA U+0DC1 U+0DCA U+0DA7",1
"ව්ල්ලි","U+0DC0 U+0DCA U+0DBD U+0DCA U+0DBD U+0DD2",1
"ද්ව්ත්වා","U+0DAF U+0DCA U+0DC0 U+0DCA U+0DAD U+0DCA U+0DC0 U+0DCF",1
"ව්ල්ව","U+0DC0 U+0DCA U+0DBD U+0DCA U+0DC0",1
"ර්ශ්ව්ක","U+0DBB U+0DCA U+0DC1 U+0DCA U+0DC0 U+0DCA U+0D9A",1
"ත්ව්මේ","U+0DAD U+0DCA U+0DC0 U+0DCA U+0DB8 U+0DDA",1
"ව්ඥා","U+0DC0 U+0DCA U+0DA5 U+0DCF",1
"මුෙ","U+0DB8 U+0DD4 U+0DD9",1
"ව්ව්ධා","U+0DC0 U+0DCA U+0DC0 U+0DCA U+0DB0 U+0DCF",1
"කා්‍ර","U+0D9A U+0DCF U+0DCA U+200D U+0DBB",1
"ම්න‍යේ","U+0DB8 U+0DCA U+0DB1 U+200D U+0DBA U+0DDA",1
"න්ඩ‍යො","U+0DB1 U+0DCA U+0DA9 U+200D U+0DBA U+0DDC",1
"ක්ෂේ්ත්‍ර","U+0D9A U+0DCA U+0DC2 U+0DDA U+0DCA U+0DAD U+0DCA U+200D U+0DBB",1
"රේ‍ය","U+0DBB U+0DDA U+200D U+0DBA",1
"ඡ්්ව","U+0DA1 U+0DCA U+0DCA U+0DC0",1
"ර්තෙෙ","U+0DBB U+0DCA U+0DAD U+0DD9 U+0DD9",1
"්ගෝ","U+0DCA U+0D9C U+0DDD",1
"බ්‍ලො","U+0DB6 U+0DCA U+200D U+0DBD U+0DDC",1
"නි්ශ්ච","U+0DB1 U+0DD2 U+0DCA U+0DC1 U+0DCA U+0DA0",1
"භ්ච","U+0DB7 U+0DCA U+0DA0",1
"ර්ඳ","U+0DBB U+0DCA U+0DB3",1
"ණිි","U+0DAB U+0DD2 U+0DD2",1
"ගි්‍යු","U+0D9C U+0DD2 U+0DCA U+200D U+0DBA U+0DD4",1
"ට‍හි","U+0DA7 U+200D U+0DC4 U+0DD2",1
"ව‍‍බෝ","U+0DC0 U+200D U+200D U+0DB6 U+0DDD",1
"ද්ත්වී","U+0DAF U+0DCA U+0DAD U+0DCA U+0DC0 U+0DD3",1
"ග්ව්ය්නෙ","U+0D9C U+0DCA U+0DC0 U+0DCA U+0DBA U+0DCA U+0DB1 U+0DD9",1
"ව්ය්ඩ්","U+0DC0 U+0DCA U+0DBA U+0DCA U+0DA9 U+0DCA",1
"ල්ෆ්ය්න්","U+0DBD U+0DCA U+0DC6 U+0DCA U+0DBA U+0DCA U+0DB1 U+0DCA",1
"භ්න්ධ","U+0DB7 U+0DCA U+0DB1 U+0DCA U+0DB0",1
"ක්ල්යි","U+0D9A U+0DCA U+0DBD U+0DCA U+0DBA U+0DD2",1
"න්ග්ෂැ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DC2 U+0DD0",1
"ස්‍ර‍යේ","U+0DC3 U+0DCA U+200D U+0DBB U+200D U+0DBA U+0DDA",1
"හැ‍ග","U+0DC4 U+0DD0 U+200D U+0D9C",1
"ර්‍ගේ","U+0DBB U+0DCA U+200D U+0D9C U+0DDA",1
"එ‍ඞේ","U+0D91 U+200D U+0D9E U+0DDA",1
"තැ‍ම්","U+0DAD U+0DD0 U+200D U+0DB8 U+0DCA",1
"ස‍ම්බ","U+0DC3 U+200D U+0DB8 U+0DCA U+0DB6",1
"ව‍න්","U+0DC0 U+200D U+0DB1 U+0DCA",1
"ණ‍න","U+0DAB U+200D U+0DB1",1
"ෂ‍‍‍‍‍යෙ","U+0DC2 U+200D U+200D U+200D U+200D U+200D U+0DBA U+0DD9",1
"ර්ග‍‍‍යේ","U+0DBB U+0DCA U+0D9C U+200D U+200D U+200D U+0DBA U+0DDA",1
"ද්ධ‍‍යේ","U+0DAF U+0DCA U+0DB0 U+200D U+200D U+0DBA U+0DDA",1
"ට්ස්ච්ක්","U+0DA7 U+0DCA U+0DC3 U+0DCA U+0DA0 U+0DCA U+0D9A U+0DCA",1
"ශ්ච්","U+0DC1 U+0DCA U+0DA0 U+0DCA",1
"තු‍වු","U+0DAD U+0DD4 U+200D U+0DC0 U+0DD4",1
"ක‍හෝ","U+0D9A U+200D U+0DC4 U+0DDD",1
"ඩි‍වේ","U+0DA9 U+0DD2 U+200D U+0DC0 U+0DDA",1
"න‍කො","U+0DB1 U+200D U+0D9A U+0DDC",1
"ව්ම්ක","U+0DC0 U+0DCA U+0DB8 U+0DCA U+0D9A",1
"බ‍","U+0DB6 U+200D",1
"ඩ්ඩැ","U+0DA9 U+0DCA U+0DA9 U+0DD0",1
"ම්ර්භ","U+0DB8 U+0DCA U+0DBB U+0DCA U+0DB7",1
"ණේ්","U+0DAB U+0DDA U+0DCA",1
"ක්ක‍යේ","U+0D9A U+0DCA U+0D9A U+200D U+0DBA U+0DDA",1
"ච්න්ත","U+0DA0 U+0DCA U+0DB1 U+0DCA U+0DAD",1
"ක‍තා","U+0D9A U+200D U+0DAD U+0DCF",1
"ප්‍ර‍ග","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0D9C",1
"ද්‍ර‍‍ව්‍ය","U+0DAF U+0DCA U+200D U+0DBB U+200D U+200D U+0DC0 U+0DCA U+200D U+0DBA",1
"ප්‍ර‍ච","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0DA0",1
"ද්‍ර‍්‍ය","U+0DAF U+0DCA U+200D U+0DBB U+200D U+0DCA U+200D U+0DBA",1
"හ්ස්ථ","U+0DC4 U+0DCA U+0DC3 U+0DCA U+0DAE",1
"ඩ‍දී","U+0DA9 U+200D U+0DAF U+0DD3",1
"ෂ්ච්ත","U+0DC2 U+0DCA U+0DA0 U+0DCA U+0DAD",1
"භෟෙ","U+0DB7 U+0DDF U+0DD9",1
"නෙෑ","U+0DB1 U+0DD9 U+0DD1",1
"න්‍දි‍යා","U+0DB1 U+0DCA U+200D U+0DAF U+0DD2 U+200D U+0DBA U+0DCF",1
"ස්ම‍ට","U+0DC3 U+0DCA U+0DB8 U+200D U+0DA7",1
"ය්බ","U+0DBA U+0DCA U+0DB6",1
"න‍්‍ර","U+0DB1 U+200D U+0DCA U+200D U+0DBB",1
"න්ළි","U+0DB1 U+0DCA U+0DC5 U+0DD2",1
"‍ග්‍රැ","U+200D U+0D9C U+0DCA U+200D U+0DBB U+0DD0",1
"ඳ්හා","U+0DB3 U+0DCA U+0DC4 U+0DCF",1
"ස්ම්මා","U+0DC3 U+0DCA U+0DB8 U+0DCA U+0DB8 U+0DCF",1
"‍ක‍රෝ","U+200D U+0D9A U+200D U+0DBB U+0DDD",1
"න්නෙ‍්","U+0DB1 U+0DCA U+0DB1 U+0DD9 U+200D U+0DCA",1
"බ්ලෛා","U+0DB6 U+0DCA U+0DBD U+0DDB U+0DCF",1
"ජේ‍‍ය","U+0DA2 U+0DDA U+200D U+200D U+0DBA",1
"ඳ්‍යා","U+0DB3 U+0DCA U+200D U+0DBA U+0DCF",1
"න්ක්යා","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DBA U+0DCF",1
"ප්ත්‍ර","U+0DB4 U+0DCA U+0DAD U+0DCA U+200D U+0DBB",1
"ව්‍යාා","U+0DC0 U+0DCA U+200D U+0DBA U+0DCF U+0DCF",1
"ල්්ලි","U+0DBD U+0DCA U+0DCA U+0DBD U+0DD2",1
"ඬ්කැ","U+0DAC U+0DCA U+0D9A U+0DD0",1
"ත්බී","U+0DAD U+0DCA U+0DB6 U+0DD3",1
"ර්ට්ග","U+0DBB U+0DCA U+0DA7 U+0DCA U+0D9C",1
"ස්ග්ට්බ්ඩ්","U+0DC3 U+0DCA U+0D9C U+0DCA U+0DA7 U+0DCA U+0DB6 U+0DCA U+0DA9 U+0DCA",1
"ල්ළෑ","U+0DBD U+0DCA U+0DC5 U+0DD1",1
"ධ්ද්වී","U+0DB0 U+0DCA U+0DAF U+0DCA U+0DC0 U+0DD3",1
"ව්ක්කු","U+0DC0 U+0DCA U+0D9A U+0DCA U+0D9A U+0DD4",1
"‍ෙ‍තා්රා","U+200D U+0DD9 U+200D U+0DAD U+0DCF U+0DCA U+0DBB U+0DCF",1
"‍ෙ‍ලා්ක","U+200D U+0DD9 U+200D U+0DBD U+0DCF U+0DCA U+0D9A",1
"ක්ර්එ","U+0D9A U+0DCA U+0DBB U+0DCA U+0D91",1
"එැා","U+0D91 U+0DD0 U+0DCF",1
"භ්එ","U+0DB7 U+0DCA U+0D91",1
"ට්න්බ","U+0DA7 U+0DCA U+0DB1 U+0DCA U+0DB6",1
"ම්න්ට්","U+0DB8 U+0DCA U+0DB1 U+0DCA U+0DA7 U+0DCA",1
"ෘ්ජ","U+0DD8 U+0DCA U+0DA2",1
"ස‍යි","U+0DC3 U+200D U+0DBA U+0DD2",1
"ස්ත්‍රෑ","U+0DC3 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DD1",1
"ක‍තෝ","U+0D9A U+200D U+0DAD U+0DDD",1
"තී‍ඥ","U+0DAD U+0DD3 U+200D U+0DA5",1
"වූ‍වේ","U+0DC0 U+0DD6 U+200D U+0DC0 U+0DDA",1
"නූූ","U+0DB1 U+0DD6 U+0DD6",1
"රි‍සේ","U+0DBB U+0DD2 U+200D U+0DC3 U+0DDA",1
"නි‍රෝ","U+0DB1 U+0DD2 U+200D U+0DBB U+0DDD",1
"ර්‍කී","U+0DBB U+0DCA U+200D U+0D9A U+0DD3",1
"යැ‍යි","U+0DBA U+0DD0 U+200D U+0DBA U+0DD2",1
"ට්‍ට්‍ර","U+0DA7 U+0DCA U+200D U+0DA7 U+0DCA U+200D U+0DBB",1
"සීෙ","U+0DC3 U+0DD3 U+0DD9",1
"ඩ්‍රා්කා","U+0DA9 U+0DCA U+200D U+0DBB U+0DCF U+0DCA U+0D9A U+0DCF",1
"ම්‍ලි","U+0DB8 U+0DCA U+200D U+0DBD U+0DD2",1
"න්‍නේ","U+0DB1 U+0DCA U+200D U+0DB1 U+0DDA",1
"හ්නු","U+0DC4 U+0DCA U+0DB1 U+0DD4",1
"ක්‍යෑ","U+0D9A U+0DCA U+200D U+0DBA U+0DD1",1
"ක්‍යී","U+0D9A U+0DCA U+200D U+0DBA U+0DD3",1
"ඛෑ","U+0D9B U+0DD1",1
"ඛෲ","U+0D9B U+0DF2",1
"ග්‍යෑ","U+0D9C U+0DCA U+200D U+0DBA U+0DD1",1
"ග්‍යී","U+0D9C U+0DCA U+200D U+0DBA U+0DD3",1
"ඝෑ","U+0D9D U+0DD1",1
"ඝෲ","U+0D9D U+0DF2",1
"ඝෛ","U+0D9D U+0DDB",1
"චෲ","U+0DA0 U+0DF2",1
"ඡෞ","U+0DA1 U+0DDE",1
"ඡෲ","U+0DA1 U+0DF2",1
"ජෲ","U+0DA2 U+0DF2",1
"ඣෑ","U+0DA3 U+0DD1",1
"ඣී","U+0DA3 U+0DD3",1
"ඣූ","U+0DA3 U+0DD6",1
"ඣෝ","U+0DA3 U+0DDD",1
"ඣෞ","U+0DA3 U+0DDE",1
"ඣෲ","U+0DA3 U+0DF2",1
"ඣෛ","U+0DA3 U+0DDB",1
"ඤෑ","U+0DA4 U+0DD1",1
"ඤී","U+0DA4 U+0DD3",1
"ඤූ","U+0DA4 U+0DD6",1
"ඤෞ","U+0DA4 U+0DDE",1
"ඤෲ","U+0DA4 U+0DF2",1
"ඤෛ","U+0DA4 U+0DDB",1
"ඨූ","U+0DA8 U+0DD6",1
"ඨෞ","U+0DA8 U+0DDE",1
"ඨෲ","U+0DA8 U+0DF2",1
"ඨෛ","U+0DA8 U+0DDB",1
"ඪෑ","U+0DAA U+0DD1",1
"ඪෲ","U+0DAA U+0DF2",1
"ඪෛ","U+0DAA U+0DDB",1
"ණෞ","U+0DAB U+0DDE",1
"ණෲ","U+0DAB U+0DF2",1
"ත්‍රෑ","U+0DAD U+0DCA U+200D U+0DBB U+0DD1",1
"ථෑ","U+0DAE U+0DD1",1
"ථෞ","U+0DAE U+0DDE",1
"ථෲ","U+0DAE U+0DF2",1
"ථෛ","U+0DAE U+0DDB",1
"ද්‍රෑ","U+0DAF U+0DCA U+200D U+0DBB U+0DD1",1
"නෲ","U+0DB1 U+0DF2",1
"න්‍යෑ","U+0DB1 U+0DCA U+200D U+0DBA U+0DD1",1
"න්‍යි","U+0DB1 U+0DCA U+200D U+0DBA U+0DD2",1
"ඵෞ","U+0DB5 U+0DDE",1
"ඵෲ","U+0DB5 U+0DF2",1
"මෲ","U+0DB8 U+0DF2",1
"යෲ","U+0DBA U+0DF2",1
"රෲ","U+0DBB U+0DF2",1
"ලෲ","U+0DBD U+0DF2",1
"ශෑ","U+0DC1 U+0DD1",1
"ශ්‍රෑ","U+0DC1 U+0DCA U+200D U+0DBB U+0DD1",1
"ශ්‍යෑ","U+0DC1 U+0DCA U+200D U+0DBA U+0DD1",1
"ශ්‍යී","U+0DC1 U+0DCA U+200D U+0DBA U+0DD3",1
"ශ්‍යේ","U+0DC1 U+0DCA U+200D U+0DBA U+0DDA",1
"ශ්‍යෝ","U+0DC1 U+0DCA U+200D U+0DBA U+0DDD",1
"ෂෲ","U+0DC2 U+0DF2",1
"හෲ","U+0DC4 U+0DF2",1
"ළෞ","U+0DC5 U+0DDE",1
"ළෲ","U+0DC5 U+0DF2",1
"ඟෝ","U+0D9F U+0DDD",1
"ඟෞ","U+0D9F U+0DDE",1
"ඟෲ","U+0D9F U+0DF2",1
"ඟෛ","U+0D9F U+0DDB",1
"ඬෑ","U+0DAC U+0DD1",1
"ඬෝ","U+0DAC U+0DDD",1
"ඬෞ","U+0DAC U+0DDE",1
"ඬෲ","U+0DAC U+0DF2",1
"ඬෛ","U+0DAC U+0DDB",1
"ඳෞ","U+0DB3 U+0DDE",1
"ඳෲ","U+0DB3 U+0DF2",1
"ඳෛ","U+0DB3 U+0DDB",1
"ඹෲ","U+0DB9 U+0DF2",1
"ඹෛ","U+0DB9 U+0DDB",1
"ම්ප්රො","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DBB U+0DDC",1
"ග්‍ඓ","U+0D9C U+0DCA U+200D U+0D93",1
"ථ්‍යාං","U+0DAE U+0DCA U+200D U+0DBA U+0DCF U+0D82",1
"ස්ට්‍රිෙ","U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DD2 U+0DD9",1
"කෛ්","U+0D9A U+0DDB U+0DCA",1
"ධ‍‍ය්‍යා","U+0DB0 U+200D U+200D U+0DBA U+0DCA U+200D U+0DBA U+0DCF",1
"න්න‍ය","U+0DB1 U+0DCA U+0DB1 U+200D U+0DBA",1
"න්ග්වො","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DC0 U+0DDC",1
"න්ත්ග","U+0DB1 U+0DCA U+0DAD U+0DCA U+0D9C",1
"න්ස්ට්‍රො","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDC",1
"‍ස්ටෙ","U+200D U+0DC3 U+0DCA U+0DA7 U+0DD9",1
"ණ‍ක","U+0DAB U+200D U+0D9A",1
"තු‍න","U+0DAD U+0DD4 U+200D U+0DB1",1
"‍ස්කො","U+200D U+0DC3 U+0DCA U+0D9A U+0DDC",1
"ග්ස්ම","U+0D9C U+0DCA U+0DC3 U+0DCA U+0DB8",1
"මො‍ළේ","U+0DB8 U+0DDC U+200D U+0DC5 U+0DDA",1
"සං‍කෝ","U+0DC3 U+0D82 U+200D U+0D9A U+0DDD",1
"ඩ්ති","U+0DA9 U+0DCA U+0DAD U+0DD2",1
"‍ටී","U+200D U+0DA7 U+0DD3",1
"ල්ඩ්ස්කි","U+0DBD U+0DCA U+0DA9 U+0DCA U+0DC3 U+0DCA U+0D9A U+0DD2",1
"ස්ට්ඩේ","U+0DC3 U+0DCA U+0DA7 U+0DCA U+0DA9 U+0DDA",1
"ලෙෙ","U+0DBD U+0DD9 U+0DD9",1
"ක‍ඳු","U+0D9A U+200D U+0DB3 U+0DD4",1
"න්ක්වෝ","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DC0 U+0DDD",1
"ලා‍ප්ලේ","U+0DBD U+0DCF U+200D U+0DB4 U+0DCA U+0DBD U+0DDA",1
"න්‍ඩ්රි","U+0DB1 U+0DCA U+200D U+0DA9 U+0DCA U+0DBB U+0DD2",1
"ප්න්හෙ","U+0DB4 U+0DCA U+0DB1 U+0DCA U+0DC4 U+0DD9",1
"ප්න්හ","U+0DB4 U+0DCA U+0DB1 U+0DCA U+0DC4",1
"ෆ්ෂි","U+0DC6 U+0DCA U+0DC2 U+0DD2",1
"‍‍‍ෆෝ","U+200D U+200D U+200D U+0DC6 U+0DDD",1
"න්ථ්රා","U+0DB1 U+0DCA U+0DAE U+0DCA U+0DBB U+0DCF",1
"න්ඩ්වෝ","U+0DB1 U+0DCA U+0DA9 U+0DCA U+0DC0 U+0DDD",1
"ගු‍වේා","U+0D9C U+0DD4 U+200D U+0DC0 U+0DDA U+0DCF",1
"ඩ්ත්‍රෝ","U+0DA9 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DDD",1
"නො‍කේ","U+0DB1 U+0DDC U+200D U+0D9A U+0DDA",1
"ර්ථෙ","U+0DBB U+0DCA U+0DAE U+0DD9",1
"මා‍වී","U+0DB8 U+0DCF U+200D U+0DC0 U+0DD3",1
"දි‍ව","U+0DAF U+0DD2 U+200D U+0DC0",1
"න්ම්ව","U+0DB1 U+0DCA U+0DB8 U+0DCA U+0DC0",1
"ල‍ගො","U+0DBD U+200D U+0D9C U+0DDC",1
"ම්මෑ","U+0DB8 U+0DCA U+0DB8 U+0DD1",1
"නූ‍පේ","U+0DB1 U+0DD6 U+200D U+0DB4 U+0DDA",1
"ඹු‍රෙ","U+0DB9 U+0DD4 U+200D U+0DBB U+0DD9",1
"ව්ඕ","U+0DC0 U+0DCA U+0D95",1
"ල‍හේ","U+0DBD U+200D U+0DC4 U+0DDA",1
"න්න්න්ගේ","U+0DB1 U+0DCA U+0DB1 U+0DCA U+0DB1 U+0DCA U+0D9C U+0DDA",1
"ක්ෆ්‍රු","U+0D9A U+0DCA U+0DC6 U+0DCA U+200D U+0DBB U+0DD4",1
"න්ඩ්දු","U+0DB1 U+0DCA U+0DA9 U+0DCA U+0DAF U+0DD4",1
"ක්ග්රෝ","U+0D9A U+0DCA U+0D9C U+0DCA U+0DBB U+0DDD",1
"දෘ‍ඪාං","U+0DAF U+0DD8 U+200D U+0DAA U+0DCF U+0D82",1
"ඩං‍ගු","U+0DA9 U+0D82 U+200D U+0D9C U+0DD4",1
"කි‍රී‍මේ","U+0D9A U+0DD2 U+200D U+0DBB U+0DD3 U+200D U+0DB8 U+0DDA",1
"කැ‍නො","U+0D9A U+0DD0 U+200D U+0DB1 U+0DDC",1
"ගු‍‍","U+0D9C U+0DD4 U+200D U+200D",1
"න්වී‍ම","U+0DB1 U+0DCA U+0DC0 U+0DD3 U+200D U+0DB8",1
"පැ‍කේ","U+0DB4 U+0DD0 U+200D U+0D9A U+0DDA",1
"කි‍සි","U+0D9A U+0DD2 U+200D U+0DC3 U+0DD2",1
"පා‍වි","U+0DB4 U+0DCF U+200D U+0DC0 U+0DD2",1
"අ‍ඩං","U+0D85 U+200D U+0DA9 U+0D82",1
"ඡ්න","U+0DA1 U+0DCA U+0DB1",1
"ෂ්ඪි","U+0DC2 U+0DCA U+0DAA U+0DD2",1
"ඩ්ස්ටා","U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCF",1
"ස්ත්රී්න්ට","U+0DC3 U+0DCA U+0DAD U+0DCA U+0DBB U+0DD3 U+0DCA U+0DB1 U+0DCA U+0DA7",1
"ඛ්යා‍","U+0D9B U+0DCA U+0DBA U+0DCF U+200D",1
"ක්වැං","U+0D9A U+0DCA U+0DC0 U+0DD0 U+0D82",1
"ත්න්ට","U+0DAD U+0DCA U+0DB1 U+0DCA U+0DA7",1
"න්ත්ර්ග","U+0DB1 U+0DCA U+0DAD U+0DCA U+0DBB U+0DCA U+0D9C",1
"ච්තු","U+0DA0 U+0DCA U+0DAD U+0DD4",1
"ද්ම්බ","U+0DAF U+0DCA U+0DB8 U+0DCA U+0DB6",1
"ල්ණා","U+0DBD U+0DCA U+0DAB U+0DCF",1
"ග‍ටු","U+0D9C U+200D U+0DA7 U+0DD4",1
"බ්ශො","U+0DB6 U+0DCA U+0DC1 U+0DDC",1
