akshara,codepoints,freq
"දු‍ම","U+0DAF U+0DD4 U+200D U+0DB8",1
"න්‍ේ","U+0DB1 U+0DCA U+200D U+0DDA",1
"වී‍යා","U+0DC0 U+0DD3 U+200D U+0DBA U+0DCF",1
"ඇ‍රි","U+0D87 U+200D U+0DBB U+0DD2",1
"හ්න්ස","U+0DC4 U+0DCA U+0DB1 U+0DCA U+0DC3",1
"ර්ච්නි","U+0DBB U+0DCA U+0DA0 U+0DCA U+0DB1 U+0DD2",1
"ග්න්ඩ්","U+0D9C U+0DCA U+0DB1 U+0DCA U+0DA9 U+0DCA",1
"ඩ්ලෑ","U+0DA9 U+0DCA U+0DBD U+0DD1",1
"ණාු","U+0DAB U+0DCF U+0DD4",1
"ළු්","U+0DC5 U+0DD4 U+0DCA",1
"රො‍ඩෝ","U+0DBB U+0DDC U+200D U+0DA9 U+0DDD",1
"යෙ‍ා්ගි","U+0DBA U+0DD9 U+200D U+0DCF U+0DCA U+0D9C U+0DD2",1
"ඩො‍","U+0DA9 U+0DDC U+200D",1
"සං‍ේ","U+0DC3 U+0D82 U+200D U+0DDA",1
"්ව","U+0DCA U+0DC0",1
"ල්‍ක්ට්‍රො","U+0DBD U+0DCA U+200D U+0D9A U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDC",1
"යු‍ප","U+0DBA U+0DD4 U+200D U+0DB4",1
"ල්ට්හො","U+0DBD U+0DCA U+0DA7 U+0DCA U+0DC4 U+0DDC",1
"කෙ‍නා","U+0D9A U+0DD9 U+200D U+0DB1 U+0DCF",1
"හ‍ලො","U+0DC4 U+200D U+0DBD U+0DDC",1
"ති‍ගෙ","U+0DAD U+0DD2 U+200D U+0D9C U+0DD9",1
"හ්වැ","U+0DC4 U+0DCA U+0DC0 U+0DD0",1
"ච්ඡේ‍ද","U+0DA0 U+0DCA U+0DA1 U+0DDA U+200D U+0DAF",1
"න‍්වෙ","U+0DB1 U+200D U+0DCA U+0DC0 U+0DD9",1
"කැ‍ර","U+0D9A U+0DD0 U+200D U+0DBB",1
"නෙ‍රා","U+0DB1 U+0DD9 U+200D U+0DBB U+0DCF",1
"කු‍රැ","U+0D9A U+0DD4 U+200D U+0DBB U+0DD0",1
"ෂා‍ට්‍රෙ","U+0DC2 U+0DCF U+200D U+0DA7 U+0DCA U+200D U+0DBB U+0DD9",1
"මා‍කු","U+0DB8 U+0DCF U+200D U+0D9A U+0DD4",1
"ද‍බො","U+0DAF U+200D U+0DB6 U+0DDC",1
"ත්න්තු","U+0DAD U+0DCA U+0DB1 U+0DCA U+0DAD U+0DD4",1
"ද්විං","U+0DAF U+0DCA U+0DC0 U+0DD2 U+0D82",1
"න්ග්ස්බ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DC3 U+0DCA U+0DB6",1
"ක්ය්","U+0D9A U+0DCA U+0DBA U+0DCA",1
"පා්‍ර","U+0DB4 U+0DCF U+0DCA U+200D U+0DBB",1
"තෙු","U+0DAD U+0DD9 U+0DD4",1
"‍‍පේ","U+200D U+200D U+0DB4 U+0DDA",1
"න්්වි","U+0DB1 U+0DCA U+0DCA U+0DC0 U+0DD2",1
"ද්ඳ","U+0DAF U+0DCA U+0DB3",1
"තේ්","U+0DAD U+0DDA U+0DCA",1
"්එ","U+0DCA U+0D91",1
"ගේි","U+0D9C U+0DDA U+0DD2",1
"න්බ‍ෙ","U+0DB1 U+0DCA U+0DB6 U+200D U+0DD9",1
"ය්බා","U+0DBA U+0DCA U+0DB6 U+0DCF",1
"ත‍කො","U+0DAD U+200D U+0D9A U+0DDC",1
"සි‍ල්වෙ","U+0DC3 U+0DD2 U+200D U+0DBD U+0DCA U+0DC0 U+0DD9",1
"ර්න්ය","U+0DBB U+0DCA U+0DB1 U+0DCA U+0DBA",1
"බ‍ැ","U+0DB6 U+200D U+0DD0",1
"ප්‍රා‍ේ","U+0DB4 U+0DCA U+200D U+0DBB U+0DCF U+200D U+0DDA",1
"ස්ට්සෝ","U+0DC3 U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DDD",1
"ස්න්මු","U+0DC3 U+0DCA U+0DB1 U+0DCA U+0DB8 U+0DD4",1
"ස්‍ලා","U+0DC3 U+0DCA U+200D U+0DBD U+0DCF",1
"ස‍රා","U+0DC3 U+200D U+0DBB U+0DCF",1
"‍‍රො","U+200D U+200D U+0DBB U+0DDC",1
"චෙ‍ෙ","U+0DA0 U+0DD9 U+200D U+0DD9",1
"ස්කි්‍යු","U+0DC3 U+0DCA U+0D9A U+0DD2 U+0DCA U+200D U+0DBA U+0DD4",1
"ස‍පා","U+0DC3 U+200D U+0DB4 U+0DCF",1
"ටෙ‍රෝ","U+0DA7 U+0DD9 U+200D U+0DBB U+0DDD",1
"ල්ම්ය","U+0DBD U+0DCA U+0DB8 U+0DCA U+0DBA",1
"ක්ර්බ","U+0D9A U+0DCA U+0DBB U+0DCA U+0DB6",1
"න‍්ටෙ","U+0DB1 U+200D U+0DCA U+0DA7 U+0DD9",1
"ඩි‍ෙ","U+0DA9 U+0DD2 U+200D U+0DD9",1
"‍ය්","U+200D U+0DBA U+0DCA",1
"ග්ස්ථා","U+0D9C U+0DCA U+0DC3 U+0DCA U+0DAE U+0DCF",1
"බ‍ෑ","U+0DB6 U+200D U+0DD1",1
"යු‍ට්","U+0DBA U+0DD4 U+200D U+0DA7 U+0DCA",1
"ත්මෙි","U+0DAD U+0DCA U+0DB8 U+0DD9 U+0DD2",1
"ස්‍ත්‍රා","U+0DC3 U+0DCA U+200D U+0DAD U+0DCA U+200D U+0DBB U+0DCF",1
"‍‍ලො","U+200D U+200D U+0DBD U+0DDC",1
"න්න්යි","U+0DB1 U+0DCA U+0DB1 U+0DCA U+0DBA U+0DD2",1
"නි්වෙ","U+0DB1 U+0DD2 U+0DCA U+0DC0 U+0DD9",1
"ුංං","U+0DD4 U+0D82 U+0D82",1
"ංුං","U+0D82 U+0DD4 U+0D82",1
"මේ්","U+0DB8 U+0DDA U+0DCA",1
"ච්‍ඡා","U+0DA0 U+0DCA U+200D U+0DA1 U+0DCF",1
"ප්‍ර‍","U+0DB4 U+0DCA U+200D U+0DBB U+200D",1
"ම්‍ස්ථා","U+0DB8 U+0DCA U+200D U+0DC3 U+0DCA U+0DAE U+0DCF",1
"ම්‍සං","U+0DB8 U+0DCA U+200D U+0DC3 U+0D82",1
"ම්‍ක්‍ර","U+0DB8 U+0DCA U+200D U+0D9A U+0DCA U+200D U+0DBB",1
"ම්‍ක්‍රි","U+0DB8 U+0DCA U+200D U+0D9A U+0DCA U+200D U+0DBB U+0DD2",1
"ඩු‍වේ","U+0DA9 U+0DD4 U+200D U+0DC0 U+0DDA",1
"ට‍වේ","U+0DA7 U+200D U+0DC0 U+0DDA",1
"යී‍ෙ","U+0DBA U+0DD3 U+200D U+0DD9",1
"ෂ්පා‍ද","U+0DC2 U+0DCA U+0DB4 U+0DCF U+200D U+0DAF",1
"ඩ්ස්නි","U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DB1 U+0DD2",1
"ර්ක්සෝ","U+0DBB U+0DCA U+0D9A U+0DCA U+0DC3 U+0DDD",1
"න්ස්න්ට්","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DB1 U+0DCA U+0DA7 U+0DCA",1
"න්ට්ඇ","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0D87",1
"ල්ජ්කෝ","U+0DBD U+0DCA U+0DA2 U+0DCA U+0D9A U+0DDD",1
"ල්ජ්කා","U+0DBD U+0DCA U+0DA2 U+0DCA U+0D9A U+0DCF",1
"ඩා‍‍නෝ","U+0DA9 U+0DCF U+200D U+200D U+0DB1 U+0DDD",1
"න්සි‍පේ","U+0DB1 U+0DCA U+0DC3 U+0DD2 U+200D U+0DB4 U+0DDA",1
"ර්රිං","U+0DBB U+0DCA U+0DBB U+0DD2 U+0D82",1
"ප්ස්ප්‍රි","U+0DB4 U+0DCA U+0DC3 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DD2",1
"ග්බ්නා","U+0D9C U+0DCA U+0DB6 U+0DCA U+0DB1 U+0DCF",1
"බ්‍සෙ","U+0DB6 U+0DCA U+200D U+0DC3 U+0DD9",1
"‍‍‍‍හෝ","U+200D U+200D U+200D U+200D U+0DC4 U+0DDD",1
"නි‍වේ","U+0DB1 U+0DD2 U+200D U+0DC0 U+0DDA",1
"ඥ‍‍යෝ","U+0DA5 U+200D U+200D U+0DBA U+0DDD",1
"ව්ය‍ට්","U+0DC0 U+0DCA U+0DBA U+200D U+0DA7 U+0DCA",1
"න‍න","U+0DB1 U+200D U+0DB1",1
"ට්පු","U+0DA7 U+0DCA U+0DB4 U+0DD4",1
"යෝ‍ගේ","U+0DBA U+0DDD U+200D U+0D9C U+0DDA",1
"හැ‍ඳි","U+0DC4 U+0DD0 U+200D U+0DB3 U+0DD2",1
"ව්ස්ටී","U+0DC0 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DD3",1
"න්ස්බ්රු","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DB6 U+0DCA U+0DBB U+0DD4",1
"‍යෞ","U+200D U+0DBA U+0DDE",1
"ල්ම්පි","U+0DBD U+0DCA U+0DB8 U+0DCA U+0DB4 U+0DD2",1
"රි‍යෙ","U+0DBB U+0DD2 U+200D U+0DBA U+0DD9",1
"ක‍ම","U+0D9A U+200D U+0DB8",1
"අ්බ්න","U+0D85 U+0DCA U+0DB6 U+0DCA U+0DB1",1
"ඛ්ර","U+0D9B U+0DCA U+0DBB",1
"ඔැ","U+0D94 U+0DD0",1
"ට්පැි","U+0DA7 U+0DCA U+0DB4 U+0DD0 U+0DD2",1
"බි‍ලෝ","U+0DB6 U+0DD2 U+200D U+0DBD U+0DDD",1
"ර්සිා","U+0DBB U+0DCA U+0DC3 U+0DD2 U+0DCF",1
"චැ්බ","U+0DA0 U+0DD0 U+0DCA U+0DB6",1
"ඵ්ි","U+0DB5 U+0DCA U+0DD2",1
"ඒා්","U+0D92 U+0DCF U+0DCA",1
"හැ‍නො","U+0DC4 U+0DD0 U+200D U+0DB1 U+0DDC",1
"ක්ශ්ව","U+0D9A U+0DCA U+0DC1 U+0DCA U+0DC0",1
"ක්ශ්ණ","U+0D9A U+0DCA U+0DC1 U+0DCA U+0DAB",1
"ග්ග්ල්ලා","U+0D9C U+0DCA U+0D9C U+0DCA U+0DBD U+0DCA U+0DBD U+0DCF",1
"ර්කෘ","U+0DBB U+0DCA U+0D9A U+0DD8",1
"න‍නෝ","U+0DB1 U+200D U+0DB1 U+0DDD",1
"්මා","U+0DCA U+0DB8 U+0DCF",1
"ක්ෂ‍ර","U+0D9A U+0DCA U+0DC2 U+200D U+0DBB",1
"ස්‍දෙ","U+0DC3 U+0DCA U+200D U+0DAF U+0DD9",1
"ලංං","U+0DBD U+0D82 U+0D82",1
"එ‍ක්සෙ","U+0D91 U+200D U+0D9A U+0DCA U+0DC3 U+0DD9",1
"ක්ත්‍ය","U+0D9A U+0DCA U+0DAD U+0DCA U+200D U+0DBA",1
"න‍්නෝ","U+0DB1 U+200D U+0DCA U+0DB1 U+0DDD",1
"න්ත‍යෝ","U+0DB1 U+0DCA U+0DAD U+200D U+0DBA U+0DDD",1
"ෂ්ත්‍රි","U+0DC2 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DD2",1
"‍ස්ත්‍රො","U+200D U+0DC3 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DDC",1
"තී‍ර","U+0DAD U+0DD3 U+200D U+0DBB",1
"ච්‍ක්‍ර","U+0DA0 U+0DCA U+200D U+0D9A U+0DCA U+200D U+0DBB",1
"තැා","U+0DAD U+0DD0 U+0DCF",1
"කා්ය","U+0D9A U+0DCF U+0DCA U+0DBA",1
"හැි","U+0DC4 U+0DD0 U+0DD2",1
"මාැ","U+0DB8 U+0DCF U+0DD0",1
"්ක්‍රි","U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DD2",1
"ඩ‍ි","U+0DA9 U+200D U+0DD2",1
"න්ර්මා","U+0DB1 U+0DCA U+0DBB U+0DCA U+0DB8 U+0DCF",1
"බෛා","U+0DB6 U+0DDB U+0DCF",1
"කීෘ","U+0D9A U+0DD3 U+0DD8",1
"යෛ්","U+0DBA U+0DDB U+0DCA",1
"ත්ට්රා","U+0DAD U+0DCA U+0DA7 U+0DCA U+0DBB U+0DCF",1
"ක්ෂ්ර","U+0D9A U+0DCA U+0DC2 U+0DCA U+0DBB",1
"හේි","U+0DC4 U+0DDA U+0DD2",1
"කු‍ම","U+0D9A U+0DD4 U+200D U+0DB8",1
"දි‍යේ","U+0DAF U+0DD2 U+200D U+0DBA U+0DDA",1
"නොු","U+0DB1 U+0DDC U+0DD4",1
"ඣඃ","U+0DA3 U+0D83",1
"ජෙ‍ය්ව","U+0DA2 U+0DD9 U+200D U+0DBA U+0DCA U+0DC0",1
"ඊ‍නි","U+0D8A U+200D U+0DB1 U+0DD2",1
"න්යොෝ","U+0DB1 U+0DCA U+0DBA U+0DDC U+0DDD",1
"ට්‍ඨා","U+0DA7 U+0DCA U+200D U+0DA8 U+0DCF",1
"ර්ක්ට්","U+0DBB U+0DCA U+0D9A U+0DCA U+0DA7 U+0DCA",1
"ද්මො","U+0DAF U+0DCA U+0DB8 U+0DDC",1
"ති‍දේ","U+0DAD U+0DD2 U+200D U+0DAF U+0DDA",1
"යා‍දෙ","U+0DBA U+0DCF U+200D U+0DAF U+0DD9",1
"න්‍ස්ගේ","U+0DB1 U+0DCA U+200D U+0DC3 U+0DCA U+0D9C U+0DDA",1
"ති‍න්ගේ","U+0DAD U+0DD2 U+200D U+0DB1 U+0DCA U+0D9C U+0DDA",1
"වු‍ණි","U+0DC0 U+0DD4 U+200D U+0DAB U+0DD2",1
"ස්ති‍යා","U+0DC3 U+0DCA U+0DAD U+0DD2 U+200D U+0DBA U+0DCF",1
"න්ස්ත්න්ති","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DAD U+0DCA U+0DB1 U+0DCA U+0DAD U+0DD2",1
"ප්ඨ","U+0DB4 U+0DCA U+0DA8",1
"න්‍න්","U+0DB1 U+0DCA U+200D U+0DB1 U+0DCA",1
"ය‍ම්","U+0DBA U+200D U+0DB8 U+0DCA",1
"න‍‍ගෝ","U+0DB1 U+200D U+200D U+0D9C U+0DDD",1
"ජා‍කො","U+0DA2 U+0DCF U+200D U+0D9A U+0DDC",1
"රො‍ද්","U+0DBB U+0DDC U+200D U+0DAF U+0DCA",1
"නිා","U+0DB1 U+0DD2 U+0DCF",1
"බ්න්ධ","U+0DB6 U+0DCA U+0DB1 U+0DCA U+0DB0",1
"ච්සේ","U+0DA0 U+0DCA U+0DC3 U+0DDA",1
"ශ්‍ු","U+0DC1 U+0DCA U+200D U+0DD4",1
"හ්ා","U+0DC4 U+0DCA U+0DCF",1
"ටෙු","U+0DA7 U+0DD9 U+0DD4",1
"යා‍ව්","U+0DBA U+0DCF U+200D U+0DC0 U+0DCA",1
"රාං්‍යා","U+0DBB U+0DCF U+0D82 U+0DCA U+200D U+0DBA U+0DCF",1
"ස්‍ත්‍ය","U+0DC3 U+0DCA U+200D U+0DAD U+0DCA U+200D U+0DBA",1
"ම‍අ","U+0DB8 U+200D U+0D85",1
"පෙ‍ො","U+0DB4 U+0DD9 U+200D U+0DDC",1
"සු‍ස්ට","U+0DC3 U+0DD4 U+200D U+0DC3 U+0DCA U+0DA7",1
"දැ‍න","U+0DAF U+0DD0 U+200D U+0DB1",1
"බ්ා","U+0DB6 U+0DCA U+0DCF",1
"කොු","U+0D9A U+0DDC U+0DD4",1
"ල්යෑ","U+0DBD U+0DCA U+0DBA U+0DD1",1
"‍ඵෛ","U+200D U+0DB5 U+0DDB",1
"ල‍දේ","U+0DBD U+200D U+0DAF U+0DDA",1
"න්‍සෙ","U+0DB1 U+0DCA U+200D U+0DC3 U+0DD9",1
"රෙ‍හි","U+0DBB U+0DD9 U+200D U+0DC4 U+0DD2",1
"ත‍ා‍ෙ","U+0DAD U+200D U+0DCF U+200D U+0DD9",1
"වුැ","U+0DC0 U+0DD4 U+0DD0",1
"‍ඝා","U+200D U+0D9D U+0DCF",1
"න්තී්‍ර","U+0DB1 U+0DCA U+0DAD U+0DD3 U+0DCA U+200D U+0DBB",1
"භ්චි","U+0DB7 U+0DCA U+0DA0 U+0DD2",1
"න්ශ්යෙ","U+0DB1 U+0DCA U+0DC1 U+0DCA U+0DBA U+0DD9",1
"න්ස්න්","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DB1 U+0DCA",1
"න්ද්‍ර‍ගු","U+0DB1 U+0DCA U+0DAF U+0DCA U+200D U+0DBB U+200D U+0D9C U+0DD4",1
"ලි‍ට්‍රො","U+0DBD U+0DD2 U+200D U+0DA7 U+0DCA U+200D U+0DBB U+0DDC",1
"මෞ්ය","U+0DB8 U+0DDE U+0DCA U+0DBA",1
"විා","U+0DC0 U+0DD2 U+0DCF",1
"ෂ්පාි","U+0DC2 U+0DCA U+0DB4 U+0DCF U+0DD2",1
"නු්ගේ","U+0DB1 U+0DD4 U+0DCA U+0D9C U+0DDA",1
"ට‍ග","U+0DA7 U+200D U+0D9C",1
"ය‍රේ","U+0DBA U+200D U+0DBB U+0DDA",1
"තේ‍ජෝ","U+0DAD U+0DDA U+200D U+0DA2 U+0DDD",1
"ට‍ක","U+0DA7 U+200D U+0D9A",1
"ම්යැ","U+0DB8 U+0DCA U+0DBA U+0DD0",1
"ල්ම්ප්ට","U+0DBD U+0DCA U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DA7",1
"ස්‍ය්ඩ්‍ය්ස්ංං","U+0DC3 U+0DCA U+200D U+0DBA U+0DCA U+0DA9 U+0DCA U+200D U+0DBA U+0DCA U+0DC3 U+0DCA U+0D82 U+0D82",1
"හ්ඩ්ජ්","U+0DC4 U+0DCA U+0DA9 U+0DCA U+0DA2 U+0DCA",1
"ළ්ද","U+0DC5 U+0DCA U+0DAF",1
"ඤ්ඤ්ය","U+0DA4 U+0DCA U+0DA4 U+0DCA U+0DBA",1
"සං්යා","U+0DC3 U+0D82 U+0DCA U+0DBA U+0DCF",1
"ර්ක‍ශේ","U+0DBB U+0DCA U+0D9A U+200D U+0DC1 U+0DDA",1
"ධ්‍ය‍න","U+0DB0 U+0DCA U+200D U+0DBA U+200D U+0DB1",1
"ව්ට්ස්","U+0DC0 U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DCA",1
"රැ‍ඳේ","U+0DBB U+0DD0 U+200D U+0DB3 U+0DDA",1
"හැ‍ෝ","U+0DC4 U+0DD0 U+200D U+0DDD",1
"ධි‍ෙ","U+0DB0 U+0DD2 U+200D U+0DD9",1
"එ‍්වා","U+0D91 U+200D U+0DCA U+0DC0 U+0DCF",1
"දා්හා","U+0DAF U+0DCF U+0DCA U+0DC4 U+0DCF",1
"දා‍ඇ","U+0DAF U+0DCF U+200D U+0D87",1
"ට්ප්ලේ","U+0DA7 U+0DCA U+0DB4 U+0DCA U+0DBD U+0DDA",1
"න්ප්‍රෙ","U+0DB1 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DD9",1
"ම්ඵූ","U+0DB8 U+0DCA U+0DB5 U+0DD6",1
"න්ටාං","U+0DB1 U+0DCA U+0DA7 U+0DCF U+0D82",1
"යි‍ලා","U+0DBA U+0DD2 U+200D U+0DBD U+0DCF",1
"ම්ප්ප","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DB4",1
"භො‍්ලා","U+0DB7 U+0DDC U+200D U+0DCA U+0DBD U+0DCF",1
"ජා‍රෝ","U+0DA2 U+0DCF U+200D U+0DBB U+0DDD",1
"රා‍කො","U+0DBB U+0DCF U+200D U+0D9A U+0DDC",1
"ක‍ශි","U+0D9A U+200D U+0DC1 U+0DD2",1
"ත්ග්පු","U+0DAD U+0DCA U+0D9C U+0DCA U+0DB4 U+0DD4",1
"නො‍වූ","U+0DB1 U+0DDC U+200D U+0DC0 U+0DD6",1
"ලේ‍ට","U+0DBD U+0DDA U+200D U+0DA7",1
"න්න‍ම","U+0DB1 U+0DCA U+0DB1 U+200D U+0DB8",1
"ල්ල‍‍ට","U+0DBD U+0DCA U+0DBD U+200D U+200D U+0DA7",1
"ස්ථා‍","U+0DC3 U+0DCA U+0DAE U+0DCF U+200D",1
"ක්ට්‍ය","U+0D9A U+0DCA U+0DA7 U+0DCA U+200D U+0DBA",1
"ච්ච්න්","U+0DA0 U+0DCA U+0DA0 U+0DCA U+0DB1 U+0DCA",1
"ස්න්ට්","U+0DC3 U+0DCA U+0DB1 U+0DCA U+0DA7 U+0DCA",1
"ය්ම්","U+0DBA U+0DCA U+0DB8 U+0DCA",1
"බ්ක්ස්","U+0DB6 U+0DCA U+0D9A U+0DCA U+0DC3 U+0DCA",1
"ඩ්ම්න්ට","U+0DA9 U+0DCA U+0DB8 U+0DCA U+0DB1 U+0DCA U+0DA7",1
"වි‍යැ","U+0DC0 U+0DD2 U+200D U+0DBA U+0DD0",1
"ම්ට්යා","U+0DB8 U+0DCA U+0DA7 U+0DCA U+0DBA U+0DCF",1
"ම්න්ලා","U+0DB8 U+0DCA U+0DB1 U+0DCA U+0DBD U+0DCF",1
"ඩ්ෆ්රේ","U+0DA9 U+0DCA U+0DC6 U+0DCA U+0DBB U+0DDA",1
"නු‍රේ","U+0DB1 U+0DD4 U+200D U+0DBB U+0DDA",1
"බ්සූ","U+0DB6 U+0DCA U+0DC3 U+0DD6",1
"ය්ඩ්‍රා","U+0DBA U+0DCA U+0DA9 U+0DCA U+200D U+0DBB U+0DCF",1
"ය්නා","U+0DBA U+0DCA U+0DB1 U+0DCF",1
"ට්ෆූ","U+0DA7 U+0DCA U+0DC6 U+0DD6",1
"ය්ට්ස්","U+0DBA U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DCA",1
"ඩ්ය්ස්","U+0DA9 U+0DCA U+0DBA U+0DCA U+0DC3 U+0DCA",1
"න්ච්ට","U+0DB1 U+0DCA U+0DA0 U+0DCA U+0DA7",1
"ර්ට්ස්මෞ","U+0DBB U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DCA U+0DB8 U+0DDE",1
"න්ට්වො","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0DC0 U+0DDC",1
"ෆ්ෆ්මා","U+0DC6 U+0DCA U+0DC6 U+0DCA U+0DB8 U+0DCF",1
"ඩ්ය්","U+0DA9 U+0DCA U+0DBA U+0DCA",1
"ස්බ්ර","U+0DC3 U+0DCA U+0DB6 U+0DCA U+0DBB",1
"ර්ඞ්ස්","U+0DBB U+0DCA U+0D9E U+0DCA U+0DC3 U+0DCA",1
"ප්ඩ","U+0DB4 U+0DCA U+0DA9",1
"ල්‍හෝ","U+0DBD U+0DCA U+200D U+0DC4 U+0DDD",1
"ස්ඨාං","U+0DC3 U+0DCA U+0DA8 U+0DCF U+0D82",1
"ස්ක්ති","U+0DC3 U+0DCA U+0D9A U+0DCA U+0DAD U+0DD2",1
"ර‍පු","U+0DBB U+200D U+0DB4 U+0DD4",1
"දෙ‍කො","U+0DAF U+0DD9 U+200D U+0D9A U+0DDC",1
"හ‍පි","U+0DC4 U+200D U+0DB4 U+0DD2",1
"ලි‍වි","U+0DBD U+0DD2 U+200D U+0DC0 U+0DD2",1
"‍‍වැ","U+200D U+200D U+0DC0 U+0DD0",1
"ඔ‍හු","U+0D94 U+200D U+0DC4 U+0DD4",1
"න්න‍ර","U+0DB1 U+0DCA U+0DB1 U+200D U+0DBB",1
"ග්ඵෙ","U+0D9C U+0DCA U+0DB5 U+0DD9",1
"දු‍ර","U+0DAF U+0DD4 U+200D U+0DBB",1
"මී‍ඩ","U+0DB8 U+0DD3 U+200D U+0DA9",1
"කි‍ලෙ","U+0D9A U+0DD2 U+200D U+0DBD U+0DD9",1
"‍ේ","U+200D U+0DDA",1
"‍ක‍ළෝ","U+200D U+0D9A U+200D U+0DC5 U+0DDD",1
"ර්ඩ්තු","U+0DBB U+0DCA U+0DA9 U+0DCA U+0DAD U+0DD4",1
"ස්ප‍ර්ශ","U+0DC3 U+0DCA U+0DB4 U+200D U+0DBB U+0DCA U+0DC1",1
"ප‍කි","U+0DB4 U+200D U+0D9A U+0DD2",1
"මැ‍ඩ","U+0DB8 U+0DD0 U+200D U+0DA9",1
"පෙ‍ඟෙ","U+0DB4 U+0DD9 U+200D U+0D9F U+0DD9",1
"න්නා‍ගේ","U+0DB1 U+0DCA U+0DB1 U+0DCF U+200D U+0D9C U+0DDA",1
"ල්‍‍‍‍ෙ","U+0DBD U+0DCA U+200D U+200D U+200D U+200D U+0DD9",1
"දී‍ම්‍","U+0DAF U+0DD3 U+200D U+0DB8 U+0DCA U+200D",1
"ම්‍පේ","U+0DB8 U+0DCA U+200D U+0DB4 U+0DDA",1
"ට්‍පෙ","U+0DA7 U+0DCA U+200D U+0DB4 U+0DD9",1
"ස‍ම්මේ","U+0DC3 U+200D U+0DB8 U+0DCA U+0DB8 U+0DDA",1
"ප්‍යූ","U+0DB4 U+0DCA U+200D U+0DBA U+0DD6",1
"ඟා‍නො","U+0D9F U+0DCF U+200D U+0DB1 U+0DDC",1
"න්ක්න්","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DB1 U+0DCA",1
"ජු‍වා","U+0DA2 U+0DD4 U+200D U+0DC0 U+0DCF",1
"න්ග්භ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DB7",1
"රැ‍‍ගෙ","U+0DBB U+0DD0 U+200D U+200D U+0D9C U+0DD9",1
"ග්කො","U+0D9C U+0DCA U+0D9A U+0DDC",1
"ය්ආ","U+0DBA U+0DCA U+0D86",1
"ම්හ්රා","U+0DB8 U+0DCA U+0DC4 U+0DCA U+0DBB U+0DCF",1
"බ්‍බෙ","U+0DB6 U+0DCA U+200D U+0DB6 U+0DD9",1
"න්ය්යු","U+0DB1 U+0DCA U+0DBA U+0DCA U+0DBA U+0DD4",1
"‍‍තෛ","U+200D U+200D U+0DAD U+0DDB",1
"ග‍ො","U+0D9C U+200D U+0DDC",1
"ප්ක්‍ර","U+0DB4 U+0DCA U+0D9A U+0DCA U+200D U+0DBB",1
"න්න‍ව","U+0DB1 U+0DCA U+0DB1 U+200D U+0DC0",1
"‍ප්‍ර‍දේ","U+200D U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0DAF U+0DDA",1
"‍ස්වි","U+200D U+0DC3 U+0DCA U+0DC0 U+0DD2",1
"යු‍ගො","U+0DBA U+0DD4 U+200D U+0D9C U+0DDC",1
"යු‍ට","U+0DBA U+0DD4 U+200D U+0DA7",1
"කා‍ල‍යේ","U+0D9A U+0DCF U+200D U+0DBD U+200D U+0DBA U+0DDA",1
"‍දේ‍ව","U+200D U+0DAF U+0DDA U+200D U+0DC0",1
"නේ‍යා්න්‍ය","U+0DB1 U+0DDA U+200D U+0DBA U+0DCF U+0DCA U+0DB1 U+0DCA U+200D U+0DBA",1
"ශෙෘ්හි","U+0DC1 U+0DD9 U+0DD8 U+0DCA U+0DC4 U+0DD2",1
"ම‍ේ","U+0DB8 U+200D U+0DDA",1
"න්ස්ර්‍කි","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DBB U+0DCA U+200D U+0D9A U+0DD2",1
"ෂ්ඨ‍ධි","U+0DC2 U+0DCA U+0DA8 U+200D U+0DB0 U+0DD2",1
"ග්රිා","U+0D9C U+0DCA U+0DBB U+0DD2 U+0DCF",1
"රැ‍න්ගෙ","U+0DBB U+0DD0 U+200D U+0DB1 U+0DCA U+0D9C U+0DD9",1
"ස්‍වෙ","U+0DC3 U+0DCA U+200D U+0DC0 U+0DD9",1
"ඵ්බ්ටැ","U+0DB5 U+0DCA U+0DB6 U+0DCA U+0DA7 U+0DD0",1
